sno,sna,tot,lat,lng,sarea
0286,德明財經科技大學,44,25.086372,121.565713,內湖區
0287,第二果菜批發市場,36,25.067558,121.538264,中山區
0288,濟南紹興路口,62,25.041928,121.524591,中正區
0289,牯嶺公園,38,25.023377,121.518835,中正區
0290,新生公園,26,25.068387,121.530188,中山區
0291,捷運松山站(3號出口),50,25.049616,121.577459,松山區
0292,合心廣場,40,25.046361,121.582848,南港區
0293,自來水園區,40,25.013284,121.530037,中正區
0294,朱崙商場,36,25.047617,121.540431,中山區
0295,敦親公園,26,25.023473,121.541083,大安區
0296,萬和二號公園,32,25.001545,121.536446,文山區
0297,長沙公園,26,25.041702,121.499922,萬華區
0298,太原五原路口,32,25.056458,121.516976,大同區
0299,萬華國中,32,25.029264,121.499358,萬華區
0300,信義基隆路口,28,25.033209,121.558731,信義區
0301,林森長春路口,28,25.055062,121.525383,中山區
0302,敦北公園,40,25.060746,121.550711,松山區
0303,安泰街83巷,28,25.076691,121.617085,內湖區
0304,金華公園,32,25.029902,121.531235,大安區
0305,碧山公園,46,25.087413,121.592253,內湖區
0306,捷運古亭站(6號出口),52,25.027781,121.521980,大安區
0307,仁愛安和路口,30,25.037570,121.552076,大安區
0308,西松高中,30,25.055672,121.567127,松山區
0309,三軍總醫院(松山分院),38,25.054470,121.556098,松山區
0310,國立臺北大學(臺北校區),32,25.057923,121.542732,中山區
0311,捷運忠孝新生站(2號出口),30,25.042392,121.532229,中正區
0312,捷運信義安和站(1號出口),34,25.033323,121.552787,大安區
0313,光華商場,64,25.045150,121.532738,中正區
0314,敦化長春路口,34,25.053614,121.548720,松山區
0315,捷運萬隆站(1號出口),38,25.001447,121.539037,文山區
0316,民有一號公園,34,25.060911,121.547630,松山區
0317,雙園國中,30,25.026823,121.491675,萬華區
0318,成功金龍路口,30,25.084135,121.594840,內湖區
0319,民族林森路口,38,25.068507,121.525322,中山區
0320,捷運南京三民站(3號出口),28,25.051287,121.564262,松山區
0321,莒光大埔街口,32,25.031334,121.505085,中正區
0322,永盛公園(民生東路一段23巷),30,25.058835,121.525040,中山區
0323,新興公園,26,25.061568,121.524392,中山區
0324,市立圖書館葫蘆堵分館,24,25.082210,121.510800,士林區
0325,南京東路六段368巷,40,25.058270,121.587070,內湖區
0326,基隆路一段101巷口,30,25.045250,121.567090,信義區
0327,重慶南海路口,24,25.031580,121.514640,中正區
0328,一江公園,36,25.053160,121.531460,中山區
0329,樂群二明水路口,34,25.079830,121.552360,中山區
0330,迪化休閒運動公園,28,25.074910,121.511500,大同區
0331,民族玉門街口,34,25.068590,121.519740,中山區
0332,捷運中山站(2號出口),34,25.052250,121.521930,中山區
0333,復盛公園,28,25.047428,121.561182,松山區
0334,敦化南路二段103巷口,24,25.028973,121.549024,大安區
0335,景文中學,32,24.986301,121.567855,文山區
0336,承德路三段8巷口,22,25.063820,121.518150,大同區
0337,彩虹橋,30,25.053010,121.575920,內湖區
0338,成德國中,32,25.045730,121.587940,南港區
0339,重慶國中,34,25.075810,121.518160,大同區
0340,南京光復路口,22,25.051430,121.557160,松山區
0341,捷運芝山站(1號出口),38,25.100940,121.522430,士林區
0342,文林建民路口,30,25.107790,121.514680,北投區
0343,忠孝東路六段185巷口,30,25.049040,121.587550,南港區
0344,捷運忠孝復興站(5號出口),42,25.042640,121.544010,大安區
0345,中正運動中心,52,25.038060,121.519430,中正區
0346,陽明高中,36,25.091570,121.516690,士林區
0347,博愛寶慶路口,26,25.041340,121.511350,中正區
0348,民生立體停車場,24,25.057940,121.559450,松山區
0349,重慶酒泉街口,28,25.071830,121.513640,大同區
0350,復興南路二段128巷口,36,25.029040,121.543360,大安區
0351,中山青島路口,38,25.044690,121.519540,中正區
0352,民權迪化街口,36,25.063180,121.509440,大同區
0353,紀州庵,30,25.020880,121.520490,中正區
0354,建國濟南路口,28,25.040033,121.538084,大安區
0355,福山公園,34,25.044780,121.617590,南港區
0356,臺北市網球中心,32,25.067400,121.597490,內湖區
0357,松友公園,26,25.034230,121.576360,信義區
0358,新明成功路口,30,25.060580,121.591100,內湖區
0359,健安新城,34,25.056010,121.563580,松山區
0360,民權建國路口,44,25.062520,121.537540,中山區
0361,振興醫院,32,25.117700,121.522200,北投區
0362,和平金山路口,30,25.026720,121.525330,大安區
0363,復興南路一段340巷口,32,25.036170,121.543500,大安區
0364,嘉興公園,38,25.021090,121.552190,大安區
0365,陽明大學,50,25.119120,121.512230,北投區
0366,碧湖公園,42,25.079880,121.582870,內湖區
0367,豐年公園,30,25.135970,121.497019,北投區
0368,臺灣戲曲中心,44,25.102080,121.519790,士林區
0369,世新大學,34,24.988620,121.543610,文山區
0370,新和國小,28,25.026560,121.502420,萬華區
0371,南門國中,38,25.035320,121.508340,中正區
0372,重慶民族路口,26,25.068250,121.513590,大同區
0373,中崙福成宮,32,25.045250,121.546635,松山區
0374,麗湖國小,34,25.073322,121.602225,內湖區
0375,銘傳大學,48,25.087714,121.526766,士林區
0376,民生建國路口,36,25.057778,121.536915,中山區
0377,南港路二段178巷口,30,25.053675,121.599693,南港區
0378,陽光街321巷口,30,25.073193,121.578691,內湖區
0379,春光公園,38,25.042619,121.580762,信義區
0380,塔悠疏散門,30,25.064713,121.567899,松山區
0381,民權東路六段15巷,30,25.068530,121.578125,內湖區
0382,聯合醫院和平院區,42,25.035160,121.506390,中正區
0383,一壽橋,26,24.978480,121.555450,文山區
0384,松基公園,30,25.054910,121.544800,松山區
0385,和興路26巷口,40,24.985600,121.545310,文山區
0386,錦州吉林路口,30,25.060290,121.529810,中山區
0387,吳興街260巷,32,25.026100,121.563160,信義區
0388,景華街128巷口,24,24.995563,121.547092,文山區
0389,福德國小,30,25.038324,121.586245,信義區
0390,稻香重三路口,34,25.139937,121.489594,北投區
0391,景仁公園,30,24.996600,121.540295,文山區
0392,南京東興路口,30,25.051489,121.565347,松山區
0393,內溝溪生態展示館,24,25.087217,121.623062,內湖區
0394,松德虎林街口,32,25.038352,121.576248,信義區
0395,安強公園,28,25.036844,121.575413,信義區
0396,新東街51巷口,28,25.061501,121.563318,松山區
0397,劍潭海外青年活動中心,36,25.079603,121.523700,士林區
0398,聯合醫院陽明院區,30,25.104546,121.531949,士林區
0399,和平龍泉街口,34,25.026404,121.529460,大安區
0400,和平敦化路口,34,25.024440,121.549076,大安區
0401,南京新生路口,34,25.051944,121.527661,中山區
0402,下灣公園,28,25.065159,121.595611,內湖區
0403,捷運內湖站(1號出口),28,25.083868,121.593929,內湖區
0404,民族延平路口,30,25.068653,121.510569,大同區
